id,full_text,is_real
5195,booked vaccine appt hubby yesterday w fraser health great experience phone amp clinic gave info case cancelleftovers surprise got call afternoon amp officially vaccinated grateful someone couldnt make amp,1
5196,got vaccine today arm hurts fucking muchhh,1
5197,got first covid 19 vaccine friday within half hour arm hurt like bitch continued morning feels great issues grateful vaccination way,1
5198,sheikh rasheed receives first dose covid19 vaccine,1
5199,2nd pfizer jab yesterday morning evening arm rather painful morning feel though hit truck 82yr old mum brought cuppa bed glad booked day,1
5200,many people world cared god much instead useless vaccine something 999 percent survival rate hoax virus wouldnt even thing,0
5201,got covid vaccine today 1st dose grateful,1
5202,trust experimental astrazeneca gene therapy disappears,0
5203,well im back track first dose covid vaccine week uh intimidate encounter empty stitches tetanus shot derailed last week grateful get another appointment,1
5204,ron johnsons antivaccine lies kill people,0
5205,parents got vaccinated first dose vaccine today 1pm extremely thankful amp grateful sir amp entire team ensuring speedy smooth rollout vaccines guys great job service humanity,1
5206,covid jab booked saturday cancelled due government guidelines vaccine shortage must real,1
5207,4 parents got first vaccine shots im relieved grateful months amp see,1
5208,waiting get vaccine appointment like,1
5209,get vaccine tomorrow cant wait pfizer running veins,1
5210,65yearold dies vaccine shot jharkhand probe underway hindi,0
5211,couldnt drag vaccine site rushed vaccine pushed lying tyrants thanks,0
5212,grateful received doses vaccine know pandmeic isnt feel hopeful ready hug friendsdo karaokego theatergather groupsentertain housetravel friendsget stupid dance floorsing hymns crowd,1
5213,24 hours since first dose pfizer vaccine covid side effect bit sore arm nothing else since immune system doesnt work im exceedingly grateful turn get,1
5214,writing vaccine year surreal dose one astra zeneca vaccine grateful,1
5215,get vaccine week,1
5216,got second moderna dose yesterday grateful,1
5217,seeing people whove gotten vaccine havent yet ive working whole thing person home really started make little bit bitter,1
5218,oma reach regarding vaccine possible impacts fertility cousin hoping conceive worried leaning towards vaccinated im grateful work know find accurate information 13,1
5219,wall thanks covid19 vaccine clinic citizens,1
5220,unlike tournament good one amp done grateful got johnson amp johnson vaccine enormous thank scientists amp policymakers made vaccine happen helped ramp production,1
5221,found im eligible vaccine im scared dont know one get,1
5222,feeling excited grandparents sides sets getting vaccine week,1
5223,unexpectedly teared bit vaccine 1 grateful,1
5224,ive astrazeneca today thank making vaccination reality one year declaration,1
5225,imagine rushing get jabbed untried untested vaccine thought youd allowed go holiday summer believed politicians said restrictions would end june mugs,0
5226,barrage gene therapy vaccine propaganda turned way,0
5227,calculate risk dying covid mine 00073 assures beliefs amp reasons ive turned experimental gene therapy vaccine hey carry double masking carson ffs,0
5228,yall im getting vaccine,1
5229,covid19a vaccine protect bioweapon chinese army developing,0
5230,gonna getting vaccine shot hour shame 2am worth getting slot since pfizer one time slots runs real quick,1
5231,get johnson ampjohnson vaccine,1
5232,using herd immunity excuse gene therapy vaccine kids,0
5233,patiently waiting able get vaccine many friends live outside new york state getting soon,1
5234,feeling pfizer arm,1
5235,im scheduled first vaccine shot tomorrow im feeling really grateful made laugh,1
5236,first moderna shot 5 days ago today headache feel overheated exertion side effect grateful know immune system responding,1
5237,got vaccine,1
5238,wooooops got vaccine scheduled gonna fucking send,1
5239,think covid anxiety waiting get vaccine peak pandemic,1
5240,like going able travel year would much like vaccine irish something idk,1
5241,typical thoroughly documenting vaccine experience honestly surreal look back one day wont believe,1
5242,dose 1 vaccine,1
5243,lucky enough get first moderna shot yesterday thanks broken freezer im grateful amazing medicalnonprofit community made possible everything could make sure drop wasted psa day later amp feeling great,1
5244,guys getting covid vaccine,1
5245,1st vaccine shot day 2nd day hit hard glad back green today,1
5246,showing clinic 6 get vaccine,1
5247,grandpas getting vaccine week im grateful,1
5248,grateful received first dose yesterday arm little sore today otherwise feeling happy healthy hopeful future lets beat virus,1
5249,throw money rushed vaccine wont even stop people getting virus 99 survival rate money gone rush cure least treatment,0
5250,got home vaccine card yesterday honestly cried bit want work badly im tired people getting sick dying literally every time turn around want,1
5251,30 hours since first dose vaccine ive biked 14 miles 600 cal elliptical workout feeling ill effects grateful health science,1
5252,im 24hrs post 1stvaccine dose far good mild tenderness injection site headache fatigue lazy sunday afternoon thank scientistshealthcare professionals responsible,1
5253,133 appointments made weekend thats 133 new yorkers eligible vaccine didnt know secure appointment im grateful literally everything get vax peeps,1
5254,really grateful received vaccine morning temporary side effects unpleasant,1
5255,got second shot yesterday great relief today see places like miami people refuse distance amp mask people refusing vaccine bs fox republican party want kill americanswhat could possibly good end game,1
5256,first vaccine morning yay feeling like poop dont get wrong im grateful could get since covid even minor symptoms like small temperature ive got send nasty panic spiral plz rec fic would kind,1
5257,dr steve hotze vaccine mrna gene therapy via,0
5258,grateful beautiful weather amp vaccine allowed us see mom first time months note two essential ppl photo whove received shots cant wait get mine,1
5259,got covid vaccine today early age guess 1 today didnt expect get today,1
5260,getting first vaccine dose tomorrow,1
5261,vaccine booked friday ive come cold seems still ok anyone vaccine whilst cold side effects,1
5262,depopulation program trials testing various lots pfizer mrna vaccine multiple objectives vaccines go search see definitely depopulation one another one trying create bio ai aka cyborg,0
5263,waiting get second dose covid19 vaccine im happy report since getting mine friday side effects sore arm grateful able develop vaccines pres bidens efforts get americans,1
5264,yeah need get vaccine shots weekend dope,1
5265,finally got vaccine travel yet,1
5266,omg please stab vaccine,1
5267,got vaccine appointment moved wednesday,1
5268,lrt got vaccine cvs waited 12am sign managed get,1
5269,2 days vaccine damn im nauseous,1
5270,grateful gotten first doses vaccine today,1
5271,got vaccine,1
5272,first pfizer jab today ive sipping beaujolais offset potential side effects,1
5273,get teary got first vaccine still teary thinking hope dont sob get second one,1
5274,north central public health district ncphd grateful recent donation three laptops northern wasco county pud use health districts vaccination effort according press release,1
5275,get vaccine tomorrow amp im scared shit hate needles,1
5276,pfizer shot number one today incredibly grateful virologists medical workers government agencies make possible must remember weve lost covid19 still us,1
5277,uk sees record 844000 vaccine doses given single day bitly390mdti,1
5278,new appointments kaiser permanente la medical center area 0321 total appointments location 57 address 3782 w martin luther king jr los angeles ca 90008 checked mar 21 2021 0240 pm,1
5279,vaccine yesterday arm hurts like heck bit tiredness headache nothing major,1
5280,excited vaccine dont think im ready world see second half face yet,1
5281,grateful receive 1st moderna today august martin hs need local sites serve people cant travel thank melody administered vaccine healthcare workers frontlines pandemic,1
5282,last year april 1 grandpa covid scare traveled home together year april 1 get second dose vaccine amp gets second dose days mine could grateful,1
